filename,acquisition,systemVendor,systemModel,systemFieldStrength_T,receiverChannels,institutionName,enc_x,enc_y,enc_z,rec_x,rec_y,rec_z,enc_x_mm,enc_y_mm,enc_z_mm,rec_x_mm,rec_y_mm,rec_z_mm,nPE,acc,num_low_freq,TR,TE,TI,flipAngle_deg,sequence_type,echo_spacing,is_left_leg
knee/data/singlecoil_train/file1001235.h5,CORPDFS_FBK,SIEMENS,Prisma_fit,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1001235.h5, dtype: bool"
knee/data/singlecoil_train/file1000066.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    False
Name: file1000066.h5, dtype: bool"
knee/data/singlecoil_train/file1000023.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    False
Name: file1000023.h5, dtype: bool"
knee/data/singlecoil_train/file1001945.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1001945.h5, dtype: bool"
knee/data/singlecoil_train/file1000721.h5,CORPDFS_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,3000.000000,33.000000,100.000000,150.000000,TurboSpinEcho,10.900000,"is_left_leg    False
Name: file1000721.h5, dtype: bool"
knee/data/singlecoil_train/file1001013.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,322,1,320,320,1,280.000000,140.979996,4.500000,140.000000,140.000000,3.000000,290,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    False
Name: file1001013.h5, dtype: bool"
knee/data/singlecoil_train/file1002027.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    True
Name: file1002027.h5, dtype: bool"
knee/data/singlecoil_train/file1001155.h5,CORPDFS_FBK,SIEMENS,Biograph_mMR,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2200.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1001155.h5, dtype: bool"
knee/data/singlecoil_train/file1001390.h5,CORPD_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2750.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    False
Name: file1001390.h5, dtype: bool"
knee/data/singlecoil_train/file1000371.h5,CORPD_FBK,SIEMENS,Prisma_fit,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2750.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    False
Name: file1000371.h5, dtype: bool"
knee/data/singlecoil_train/file1001353.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,322,1,320,320,1,280.000000,140.979996,4.500000,140.000000,140.000000,3.000000,290,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    False
Name: file1001353.h5, dtype: bool"
knee/data/singlecoil_train/file1001711.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,HJD,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1001711.h5, dtype: bool"
knee/data/singlecoil_train/file1000974.h5,CORPD_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2750.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    True
Name: file1000974.h5, dtype: bool"
knee/data/singlecoil_train/file1000351.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,HJD,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1000351.h5, dtype: bool"
knee/data/singlecoil_train/file1002520.h5,CORPD_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2750.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    False
Name: file1002520.h5, dtype: bool"
knee/data/singlecoil_train/file1002338.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    True
Name: file1002338.h5, dtype: bool"
knee/data/singlecoil_train/file1001023.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    False
Name: file1001023.h5, dtype: bool"
knee/data/singlecoil_train/file1001523.h5,CORPDFS_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,3000.000000,33.000000,100.000000,150.000000,TurboSpinEcho,10.900000,"is_left_leg    True
Name: file1001523.h5, dtype: bool"
knee/data/singlecoil_train/file1002232.h5,CORPDFS_FBK,SIEMENS,Prisma_fit,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,3270.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1002232.h5, dtype: bool"
knee/data/singlecoil_train/file1000859.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1000859.h5, dtype: bool"
knee/data/singlecoil_train/file1000511.h5,CORPDFS_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,3000.000000,33.000000,100.000000,150.000000,TurboSpinEcho,10.900000,"is_left_leg    True
Name: file1000511.h5, dtype: bool"
knee/data/singlecoil_train/file1001892.h5,CORPDFS_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,3000.000000,33.000000,100.000000,150.000000,TurboSpinEcho,10.900000,"is_left_leg    True
Name: file1001892.h5, dtype: bool"
knee/data/singlecoil_train/file1000195.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    True
Name: file1000195.h5, dtype: bool"
knee/data/singlecoil_train/file1000784.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,2940.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    False
Name: file1000784.h5, dtype: bool"
knee/data/singlecoil_train/file1001629.h5,CORPD_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2750.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    False
Name: file1001629.h5, dtype: bool"
knee/data/singlecoil_train/file1000003.h5,CORPD_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2750.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    False
Name: file1000003.h5, dtype: bool"
knee/data/singlecoil_train/file1000213.h5,CORPD_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,300.000000,172.949997,4.500000,150.000000,150.000000,3.000000,332,0,0,2750.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    False
Name: file1000213.h5, dtype: bool"
knee/data/singlecoil_train/file1001106.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,3120.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1001106.h5, dtype: bool"
knee/data/singlecoil_train/file1000094.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    False
Name: file1000094.h5, dtype: bool"
knee/data/singlecoil_train/file1001067.h5,CORPD_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2750.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    True
Name: file1001067.h5, dtype: bool"
knee/data/singlecoil_train/file1001910.h5,CORPDFS_FBK,SIEMENS,Prisma_fit,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2750.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1001910.h5, dtype: bool"
knee/data/singlecoil_train/file1002054.h5,CORPDFS_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,3060.000000,33.000000,100.000000,150.000000,TurboSpinEcho,10.900000,"is_left_leg    True
Name: file1002054.h5, dtype: bool"
knee/data/singlecoil_train/file1002409.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2970.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    False
Name: file1002409.h5, dtype: bool"
knee/data/singlecoil_train/file1001239.h5,CORPDFS_FBK,SIEMENS,Aera,1.494000,15,NYU,640,322,1,320,320,1,280.000000,140.979996,4.500000,140.000000,140.000000,3.000000,290,0,0,3060.000000,33.000000,100.000000,150.000000,TurboSpinEcho,10.900000,"is_left_leg    True
Name: file1001239.h5, dtype: bool"
knee/data/singlecoil_train/file1002088.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,338,1,320,320,1,280.000000,147.839996,4.500000,140.000000,140.000000,3.000000,304,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    False
Name: file1002088.h5, dtype: bool"
knee/data/singlecoil_train/file1002397.h5,CORPD_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2750.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    True
Name: file1002397.h5, dtype: bool"
knee/data/singlecoil_train/file1000400.h5,CORPD_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2200.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    True
Name: file1000400.h5, dtype: bool"
knee/data/singlecoil_train/file1000708.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,HJD,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    False
Name: file1000708.h5, dtype: bool"
knee/data/singlecoil_train/file1000999.h5,CORPDFS_FBK,SIEMENS,Biograph_mMR,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2960.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1000999.h5, dtype: bool"
knee/data/singlecoil_train/file1000495.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    True
Name: file1000495.h5, dtype: bool"
knee/data/singlecoil_train/file1002195.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,HJD,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,3120.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1002195.h5, dtype: bool"
knee/data/singlecoil_train/file1000529.h5,CORPDFS_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,3060.000000,33.000000,100.000000,150.000000,TurboSpinEcho,10.900000,"is_left_leg    True
Name: file1000529.h5, dtype: bool"
knee/data/singlecoil_train/file1002511.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    False
Name: file1002511.h5, dtype: bool"
knee/data/singlecoil_train/file1001673.h5,CORPD_FBK,SIEMENS,Biograph_mMR,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2000.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    True
Name: file1001673.h5, dtype: bool"
knee/data/singlecoil_train/file1002399.h5,CORPD_FBK,SIEMENS,Skyra,2.893620,15,HJD,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2750.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    True
Name: file1002399.h5, dtype: bool"
knee/data/singlecoil_train/file1001114.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,3120.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1001114.h5, dtype: bool"
knee/data/singlecoil_train/file1001646.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    True
Name: file1001646.h5, dtype: bool"
knee/data/singlecoil_train/file1001733.h5,CORPDFS_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,3000.000000,33.000000,100.000000,150.000000,TurboSpinEcho,10.900000,"is_left_leg    False
Name: file1001733.h5, dtype: bool"
knee/data/singlecoil_train/file1000509.h5,CORPDFS_FBK,SIEMENS,Aera,1.494000,15,HJD,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,2890.000000,33.000000,100.000000,150.000000,TurboSpinEcho,10.900000,"is_left_leg    True
Name: file1000509.h5, dtype: bool"
knee/data/singlecoil_train/file1000653.h5,CORPDFS_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,3000.000000,33.000000,100.000000,150.000000,TurboSpinEcho,10.900000,"is_left_leg    True
Name: file1000653.h5, dtype: bool"
knee/data/singlecoil_train/file1002476.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    False
Name: file1002476.h5, dtype: bool"
knee/data/singlecoil_train/file1000412.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,388,1,320,320,1,280.000000,170.100006,4.500000,140.000000,140.000000,3.000000,350,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    False
Name: file1000412.h5, dtype: bool"
knee/data/singlecoil_train/file1002273.h5,CORPD_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2750.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    True
Name: file1002273.h5, dtype: bool"
knee/data/singlecoil_train/file1002128.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    False
Name: file1002128.h5, dtype: bool"
knee/data/singlecoil_train/file1002568.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2970.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    False
Name: file1002568.h5, dtype: bool"
knee/data/singlecoil_train/file1002439.h5,CORPD_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2750.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    False
Name: file1002439.h5, dtype: bool"
knee/data/singlecoil_train/file1001730.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,388,1,320,320,1,280.000000,170.100006,4.500000,140.000000,140.000000,3.000000,350,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    True
Name: file1001730.h5, dtype: bool"
knee/data/singlecoil_train/file1000181.h5,CORPDFS_FBK,SIEMENS,Prisma_fit,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2750.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1000181.h5, dtype: bool"
knee/data/singlecoil_train/file1000486.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1000486.h5, dtype: bool"
knee/data/singlecoil_train/file1000120.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2900.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    False
Name: file1000120.h5, dtype: bool"
knee/data/singlecoil_train/file1000973.h5,CORPDFS_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,3000.000000,33.000000,100.000000,150.000000,TurboSpinEcho,10.900000,"is_left_leg    False
Name: file1000973.h5, dtype: bool"
knee/data/singlecoil_train/file1002245.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    False
Name: file1002245.h5, dtype: bool"
knee/data/singlecoil_train/file1000785.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1000785.h5, dtype: bool"
knee/data/singlecoil_train/file1000039.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,TH,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1000039.h5, dtype: bool"
knee/data/singlecoil_train/file1002050.h5,CORPDFS_FBK,SIEMENS,Biograph_mMR,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2870.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    True
Name: file1002050.h5, dtype: bool"
knee/data/singlecoil_train/file1000141.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    False
Name: file1000141.h5, dtype: bool"
knee/data/singlecoil_train/file1001385.h5,CORPD_FBK,SIEMENS,Biograph_mMR,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2750.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    False
Name: file1001385.h5, dtype: bool"
knee/data/singlecoil_train/file1001949.h5,CORPDFS_FBK,SIEMENS,Skyra,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2900.000000,33.000000,100.000000,140.000000,TurboSpinEcho,10.960000,"is_left_leg    False
Name: file1001949.h5, dtype: bool"
knee/data/singlecoil_train/file1001801.h5,CORPD_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,2800.000000,32.000000,100.000000,140.000000,TurboSpinEcho,10.780000,"is_left_leg    False
Name: file1001801.h5, dtype: bool"
knee/data/singlecoil_train/file1001861.h5,CORPD_FBK,SIEMENS,Biograph_mMR,2.893620,15,NYU,640,368,1,320,320,1,280.000000,161.419998,4.500000,140.000000,140.000000,3.000000,332,0,0,2300.000000,27.000000,100.000000,140.000000,TurboSpinEcho,8.850000,"is_left_leg    True
Name: file1001861.h5, dtype: bool"
knee/data/singlecoil_train/file1000985.h5,CORPDFS_FBK,SIEMENS,Aera,1.494000,15,NYU,640,372,1,320,320,1,280.000000,162.820007,4.500000,140.000000,140.000000,3.000000,335,0,0,3060.000000,33.000000,100.000000,150.000000,TurboSpinEcho,10.900000,"is_left_leg    False
Name: file1000985.h5, dtype: bool"
